id,day,date,teamid,dept,l_id,p_id,notes,amount
760,3,2025-01-03,400919,RTL,3,1,LAN_Revenue,5600
761,3,2025-01-03,400919,RTL,3,2,LAN_Revenue,3640
762,3,2025-01-03,400919,RTL,3,3,LAN_Revenue,15770
763,3,2025-01-03,400919,RTL,1,1,LAN_Revenue,18624
764,3,2025-01-03,400919,RTL,1,2,LAN_Revenue,10255
765,3,2025-01-03,400919,RTL,1,3,LAN_Revenue,4864
766,3,2025-01-03,400919,RTL,6,,LAN_Rental,-1840
767,3,2025-01-03,400919,RTL,2,,LAN_Rental,-3000
768,3,2025-01-03,400919,RTL,7,,LAN_OverflowRental,-168
769,3,2025-01-03,400919,RTL,7,,LAN_Rental,-400
770,3,2025-01-03,400919,RTL,5,,LAN_Rental,-2360
771,3,2025-01-03,400919,RTL,4,,LAN_Rental,-1040
772,3,2025-01-03,400919,RTL,3,,LAN_OverflowRental,-756
773,3,2025-01-03,400919,RTL,3,,LAN_Rental,-1360
774,3,2025-01-03,400919,RTL,1,,LAN_Rental,-8850
775,3,2025-01-03,400919,FIN,,,"LAN_Interest - LAN_For LAN_Overdraft",-959
776,4,2025-01-04,400917,RTL,3,1,"LAN_Procurement LAN_FinishedGood - PO ID: 833 ",-10000
777,4,2025-01-04,400917,RTL,1,1,"LAN_Procurement LAN_FinishedGood - PO ID: 818 ",-120000
778,4,2025-01-04,400917,RTL,1,2,"LAN_Procurement LAN_FinishedGood - PO ID: 818 ",-39000
779,4,2025-01-04,400918,RTL,6,3,"LAN_Procurement LAN_FinishedGood - PO ID: 816 ",-16000
780,4,2025-01-04,400918,RTL,7,1,"LAN_Procurement LAN_FinishedGood - PO ID: 814 ",-50000
781,4,2025-01-04,400918,RTL,7,2,"LAN_Procurement LAN_FinishedGood - PO ID: 814 ",-39000
782,4,2025-01-04,400918,RTL,7,3,"LAN_Procurement LAN_FinishedGood - PO ID: 814 ",-16000
783,4,2025-01-04,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
784,4,2025-01-04,400917,MKT,3,,"Media B",-1500
785,4,2025-01-04,400917,MKT,7,,"Media B",-1500
786,4,2025-01-04,400917,MKT,2,,"Media B",-1500
787,4,2025-01-04,400917,MKT,5,,"Media B",-1500
788,4,2025-01-04,400917,MKT,6,,"Media B",-1500
789,4,2025-01-04,400917,MKT,1,,"Media A",-3000
790,4,2025-01-04,400917,PMN,,,LAN_Salary,-1400
791,4,2025-01-04,400917,MKT,,,LAN_Salary,-1400
792,4,2025-01-04,400917,RTL,3,,LAN_Salary,-1400
793,4,2025-01-04,400917,RTL,1,,LAN_Salary,-1400
794,4,2025-01-04,400917,RTL,7,,LAN_Salary,-1400
795,4,2025-01-04,400917,RTL,2,,LAN_Salary,-1400
796,4,2025-01-04,400917,RTL,5,,LAN_Salary,-1400
797,4,2025-01-04,400917,RTL,6,,LAN_Salary,-1400
798,4,2025-01-04,400917,RTL,3,1,LAN_Revenue,13088
799,4,2025-01-04,400917,RTL,3,3,LAN_Revenue,31464
800,4,2025-01-04,400917,RTL,1,1,LAN_Revenue,35360
801,4,2025-01-04,400917,RTL,1,2,LAN_Revenue,19530
802,4,2025-01-04,400917,RTL,7,1,LAN_Revenue,13088
803,4,2025-01-04,400917,RTL,7,2,LAN_Revenue,8645
804,4,2025-01-04,400917,RTL,2,1,LAN_Revenue,36090
805,4,2025-01-04,400917,RTL,2,2,LAN_Revenue,12672
806,4,2025-01-04,400917,RTL,2,3,LAN_Revenue,18655
807,4,2025-01-04,400917,RTL,5,1,LAN_Revenue,15808
808,4,2025-01-04,400917,RTL,5,3,LAN_Revenue,34276
809,4,2025-01-04,400917,RTL,6,1,LAN_Revenue,2944
810,4,2025-01-04,400917,RTL,6,2,LAN_Revenue,8820
811,4,2025-01-04,400917,RTL,6,3,LAN_Revenue,20406
812,4,2025-01-04,400917,RTL,3,,LAN_Rental,-1360
813,4,2025-01-04,400917,RTL,1,,LAN_Rental,-11800
814,4,2025-01-04,400917,RTL,7,,LAN_Rental,-1600
815,4,2025-01-04,400917,RTL,2,,LAN_Rental,-1200
816,4,2025-01-04,400917,RTL,5,,LAN_Rental,-2360
817,4,2025-01-04,400917,RTL,6,,LAN_Rental,-1840
818,4,2025-01-04,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
819,4,2025-01-04,400918,PMN,,,LAN_Salary,-1400
820,4,2025-01-04,400918,MKT,,,LAN_Salary,-1400
821,4,2025-01-04,400918,RTL,6,,LAN_Salary,-1400
822,4,2025-01-04,400918,RTL,4,,LAN_Salary,-1400
823,4,2025-01-04,400918,RTL,1,,LAN_Salary,-1400
824,4,2025-01-04,400918,RTL,7,,LAN_Salary,-1400
825,4,2025-01-04,400918,RTL,6,1,LAN_Revenue,1440
826,4,2025-01-04,400918,RTL,6,2,LAN_Revenue,4410
827,4,2025-01-04,400918,RTL,6,3,LAN_Revenue,9870
828,4,2025-01-04,400918,RTL,4,1,LAN_Revenue,5120
829,4,2025-01-04,400918,RTL,4,2,LAN_Revenue,25184
830,4,2025-01-04,400918,RTL,4,3,LAN_Revenue,9842
831,4,2025-01-04,400918,RTL,1,1,LAN_Revenue,24330
832,4,2025-01-04,400918,RTL,1,2,LAN_Revenue,9870
833,4,2025-01-04,400918,RTL,1,3,LAN_Revenue,4940
834,4,2025-01-04,400918,RTL,7,1,LAN_Revenue,8032
835,4,2025-01-04,400918,RTL,7,2,LAN_Revenue,5110
836,4,2025-01-04,400918,RTL,7,3,LAN_Revenue,3078
837,4,2025-01-04,400918,RTL,6,,LAN_Rental,-2760
838,4,2025-01-04,400918,RTL,4,,LAN_Rental,-1560
839,4,2025-01-04,400918,RTL,1,,LAN_Rental,-3540
840,4,2025-01-04,400918,RTL,7,,LAN_Rental,-1600
841,4,2025-01-04,400919,MKT,,,"LAN_Report LAN_Subscription",-2000
842,4,2025-01-04,400919,MKT,5,,"Media C",-200
843,4,2025-01-04,400919,PMN,,,LAN_Salary,-1400
844,4,2025-01-04,400919,MKT,,,LAN_Salary,-1400
845,4,2025-01-04,400919,RTL,6,,LAN_Salary,-1400
846,4,2025-01-04,400919,RTL,2,,LAN_Salary,-1400
847,4,2025-01-04,400919,RTL,7,,LAN_Salary,-1400
848,4,2025-01-04,400919,RTL,5,,LAN_Salary,-1400
849,4,2025-01-04,400919,RTL,4,,LAN_Salary,-1400
850,4,2025-01-04,400919,RTL,3,,LAN_Salary,-1400
851,4,2025-01-04,400919,RTL,1,,LAN_Salary,-1400
852,4,2025-01-04,400919,RTL,6,1,LAN_Revenue,1472
853,4,2025-01-04,400919,RTL,6,2,LAN_Revenue,4585
854,4,2025-01-04,400919,RTL,6,3,LAN_Revenue,9994
855,4,2025-01-04,400919,RTL,2,1,LAN_Revenue,20288
856,4,2025-01-04,400919,RTL,2,3,LAN_Revenue,10032
857,4,2025-01-04,400919,RTL,7,1,LAN_Revenue,7328
858,4,2025-01-04,400919,RTL,5,1,LAN_Revenue,9408
859,4,2025-01-04,400919,RTL,5,2,LAN_Revenue,6230
860,4,2025-01-04,400919,RTL,5,3,LAN_Revenue,19836
861,4,2025-01-04,400919,RTL,4,2,LAN_Revenue,30212
862,4,2025-01-04,400919,RTL,4,3,LAN_Revenue,9164
863,4,2025-01-04,400919,RTL,3,1,LAN_Revenue,7710
864,4,2025-01-04,400919,RTL,3,1,LAN_Repayment,-250000
865,4,2025-01-04,400919,RTL,3,2,LAN_Revenue,4080
866,4,2025-01-04,400919,RTL,3,3,LAN_Revenue,14212
867,4,2025-01-04,400919,RTL,1,1,LAN_Revenue,26580
868,4,2025-01-04,400919,RTL,1,2,LAN_Revenue,11880
869,4,2025-01-04,400919,RTL,1,3,LAN_Revenue,4284
870,4,2025-01-04,400919,RTL,6,,LAN_Rental,-1840
871,4,2025-01-04,400919,RTL,2,,LAN_Rental,-3000
872,4,2025-01-04,400919,RTL,7,,LAN_OverflowRental,-147
873,4,2025-01-04,400919,RTL,7,,LAN_Rental,-400
874,4,2025-01-04,400919,RTL,5,,LAN_Rental,-2360
875,4,2025-01-04,400919,RTL,4,,LAN_Rental,-1040
876,4,2025-01-04,400919,RTL,3,,LAN_OverflowRental,-648
877,4,2025-01-04,400919,RTL,3,,LAN_Rental,-1360
878,4,2025-01-04,400919,RTL,1,,LAN_Rental,-8850
879,4,2025-01-04,400919,FIN,,,"LAN_Interest - LAN_For LAN_Overdraft",-479
880,5,2025-01-05,400917,RTL,2,1,"LAN_Procurement LAN_FinishedGood - PO ID: 920 ",-50000
881,5,2025-01-05,400917,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 920 ",-13000
882,5,2025-01-05,400917,RTL,2,3,"LAN_Procurement LAN_FinishedGood - PO ID: 920 ",-48000
883,5,2025-01-05,400918,RTL,1,1,"LAN_Procurement LAN_FinishedGood - PO ID: 917 ",-30000
884,5,2025-01-05,400918,RTL,1,2,"LAN_Procurement LAN_FinishedGood - PO ID: 917 ",-13000
885,5,2025-01-05,400918,RTL,1,3,"LAN_Procurement LAN_FinishedGood - PO ID: 917 ",-16000
886,5,2025-01-05,400918,RTL,4,1,"LAN_Procurement LAN_FinishedGood - PO ID: 915 ",-10000
887,5,2025-01-05,400918,RTL,4,2,"LAN_Procurement LAN_FinishedGood - PO ID: 915 ",-65000
888,5,2025-01-05,400918,RTL,4,3,"LAN_Procurement LAN_FinishedGood - PO ID: 915 ",-16000
889,5,2025-01-05,400918,RTL,6,1,"LAN_Procurement LAN_FinishedGood - PO ID: 912 ",-10000
890,5,2025-01-05,400918,RTL,6,2,"LAN_Procurement LAN_FinishedGood - PO ID: 912 ",-13000
891,5,2025-01-05,400918,RTL,6,3,"LAN_Procurement LAN_FinishedGood - PO ID: 912 ",-48000
892,5,2025-01-05,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
893,5,2025-01-05,400917,MKT,3,,"Media C",-1100
894,5,2025-01-05,400917,MKT,1,,"Media C",-1100
895,5,2025-01-05,400917,MKT,7,,"Media C",-1100
896,5,2025-01-05,400917,MKT,2,,"Media C",-1100
897,5,2025-01-05,400917,MKT,5,,"Media C",-1100
898,5,2025-01-05,400917,MKT,6,,"Media C",-1100
899,5,2025-01-05,400917,MKT,3,,"Media B",-1500
900,5,2025-01-05,400917,MKT,7,,"Media B",-1500
901,5,2025-01-05,400917,MKT,2,,"Media B",-1500
902,5,2025-01-05,400917,MKT,5,,"Media B",-1500
903,5,2025-01-05,400917,MKT,6,,"Media B",-1500
904,5,2025-01-05,400917,MKT,1,,"Media A",-3000
905,5,2025-01-05,400917,PMN,,,LAN_Salary,-1400
906,5,2025-01-05,400917,MKT,,,LAN_Salary,-1400
907,5,2025-01-05,400917,RTL,3,,LAN_Salary,-1400
908,5,2025-01-05,400917,RTL,1,,LAN_Salary,-1400
909,5,2025-01-05,400917,RTL,7,,LAN_Salary,-1400
910,5,2025-01-05,400917,RTL,2,,LAN_Salary,-1400
911,5,2025-01-05,400917,RTL,5,,LAN_Salary,-1400
912,5,2025-01-05,400917,RTL,6,,LAN_Salary,-1400
913,5,2025-01-05,400917,RTL,3,1,LAN_Revenue,39330
914,5,2025-01-05,400917,RTL,3,3,LAN_Revenue,135864
915,5,2025-01-05,400917,RTL,1,1,LAN_Revenue,227864
916,5,2025-01-05,400917,RTL,1,2,LAN_Revenue,123000
917,5,2025-01-05,400917,RTL,7,1,LAN_Revenue,69760
918,5,2025-01-05,400917,RTL,7,2,LAN_Revenue,54180
919,5,2025-01-05,400917,RTL,2,1,LAN_Revenue,168345
920,5,2025-01-05,400917,RTL,2,2,LAN_Revenue,45568
921,5,2025-01-05,400917,RTL,2,3,LAN_Revenue,101290
922,5,2025-01-05,400917,RTL,5,1,LAN_Revenue,69792
923,5,2025-01-05,400917,RTL,5,3,LAN_Revenue,151202
924,5,2025-01-05,400917,RTL,6,1,LAN_Revenue,22912
925,5,2025-01-05,400917,RTL,6,2,LAN_Revenue,55685
926,5,2025-01-05,400917,RTL,6,3,LAN_Revenue,105716
927,5,2025-01-05,400917,RTL,3,,LAN_Rental,-1360
928,5,2025-01-05,400917,RTL,1,,LAN_Rental,-11800
929,5,2025-01-05,400917,RTL,7,,LAN_Rental,-1600
930,5,2025-01-05,400917,RTL,2,,LAN_Rental,-1200
931,5,2025-01-05,400917,RTL,5,,LAN_Rental,-2360
932,5,2025-01-05,400917,RTL,6,,LAN_Rental,-1840
933,5,2025-01-05,400917,FIN,,,"LAN_Interest LAN_Income",343
934,5,2025-01-05,400917,FIN,,,"LAN_Bank LAN_Fee",-200
935,5,2025-01-05,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
936,5,2025-01-05,400918,PMN,,,LAN_Salary,-1400
937,5,2025-01-05,400918,MKT,,,LAN_Salary,-1400
938,5,2025-01-05,400918,RTL,6,,LAN_Salary,-1400
939,5,2025-01-05,400918,RTL,4,,LAN_Salary,-1400
940,5,2025-01-05,400918,RTL,1,,LAN_Salary,-1400
941,5,2025-01-05,400918,RTL,7,,LAN_Salary,-1400
942,5,2025-01-05,400918,RTL,6,1,LAN_Revenue,8192
943,5,2025-01-05,400918,RTL,6,2,LAN_Revenue,27265
944,5,2025-01-05,400918,RTL,6,3,LAN_Revenue,67130
945,5,2025-01-05,400918,RTL,4,1,LAN_Revenue,29632
946,5,2025-01-05,400918,RTL,4,2,LAN_Revenue,168704
947,5,2025-01-05,400918,RTL,4,3,LAN_Revenue,69160
948,5,2025-01-05,400918,RTL,1,1,LAN_Revenue,145470
949,5,2025-01-05,400918,RTL,1,2,LAN_Revenue,57260
950,5,2025-01-05,400918,RTL,1,3,LAN_Revenue,30628
951,5,2025-01-05,400918,RTL,7,1,LAN_Revenue,46176
