id,day,date,teamid,l_id,opex,dept,notes,opex_amount
605,2,2025-01-02,400917,,LAN_Salary,MKT,LAN_Salary,1400
606,2,2025-01-02,400917,3,LAN_Salary,RTL,LAN_Salary,1400
607,2,2025-01-02,400917,1,LAN_Salary,RTL,LAN_Salary,1400
608,2,2025-01-02,400917,7,LAN_Salary,RTL,LAN_Salary,1400
609,2,2025-01-02,400917,2,LAN_Salary,RTL,LAN_Salary,1400
610,2,2025-01-02,400917,5,LAN_Salary,RTL,LAN_Salary,1400
611,2,2025-01-02,400917,6,LAN_Salary,RTL,LAN_Salary,1400
612,2,2025-01-02,400917,3,LAN_Rental,RTL,LAN_Rental,1360
613,2,2025-01-02,400917,1,LAN_Rental,RTL,LAN_Rental,11800
614,2,2025-01-02,400917,7,LAN_Rental,RTL,LAN_Rental,1600
615,2,2025-01-02,400917,2,LAN_Rental,RTL,LAN_Rental,1200
616,2,2025-01-02,400917,5,LAN_Rental,RTL,LAN_Rental,2360
617,2,2025-01-02,400917,6,LAN_Rental,RTL,LAN_Rental,1840
618,2,2025-01-02,400918,,LAN_Salary,PMN,LAN_Salary,1400
619,2,2025-01-02,400918,,LAN_Salary,MKT,LAN_Salary,1400
620,2,2025-01-02,400918,6,LAN_Salary,RTL,LAN_Salary,1400
621,2,2025-01-02,400918,4,LAN_Salary,RTL,LAN_Salary,1400
622,2,2025-01-02,400918,1,LAN_Salary,RTL,LAN_Salary,1400
623,2,2025-01-02,400918,6,LAN_Rental,RTL,LAN_Rental,2760
624,2,2025-01-02,400918,4,LAN_Rental,RTL,LAN_Rental,1560
625,2,2025-01-02,400918,1,LAN_Rental,RTL,LAN_Rental,3540
626,2,2025-01-02,400919,,LAN_Salary,PMN,LAN_Salary,1400
627,2,2025-01-02,400919,,LAN_Salary,MKT,LAN_Salary,1400
628,2,2025-01-02,400919,6,LAN_Salary,RTL,LAN_Salary,1400
629,2,2025-01-02,400919,2,LAN_Salary,RTL,LAN_Salary,1400
630,2,2025-01-02,400919,7,LAN_Salary,RTL,LAN_Salary,1400
631,2,2025-01-02,400919,5,LAN_Salary,RTL,LAN_Salary,1400
632,2,2025-01-02,400919,4,LAN_Salary,RTL,LAN_Salary,1400
633,2,2025-01-02,400919,3,LAN_Salary,RTL,LAN_Salary,1400
634,2,2025-01-02,400919,1,LAN_Salary,RTL,LAN_Salary,1400
635,2,2025-01-02,400919,6,LAN_Rental,RTL,LAN_Rental,1840
636,2,2025-01-02,400919,2,LAN_Rental,RTL,LAN_Rental,3000
637,2,2025-01-02,400919,7,LAN_Rental,RTL,LAN_Rental,400
638,2,2025-01-02,400919,5,LAN_Rental,RTL,LAN_Rental,2360
639,2,2025-01-02,400919,4,LAN_Rental,RTL,LAN_Rental,1040
640,2,2025-01-02,400919,3,LAN_Rental,RTL,LAN_Rental,1360
641,2,2025-01-02,400919,1,LAN_Rental,RTL,LAN_Rental,8850
656,3,2025-01-03,400918,7,LAN_HumanResource,RTL,LAN_Recruit,60000
687,3,2025-01-03,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
688,3,2025-01-03,400917,1,LAN_Marketing,MKT,"Media A",3000
689,3,2025-01-03,400917,,LAN_Salary,PMN,LAN_Salary,1400
690,3,2025-01-03,400917,,LAN_Salary,MKT,LAN_Salary,1400
691,3,2025-01-03,400917,3,LAN_Salary,RTL,LAN_Salary,1400
692,3,2025-01-03,400917,1,LAN_Salary,RTL,LAN_Salary,1400
693,3,2025-01-03,400917,7,LAN_Salary,RTL,LAN_Salary,1400
694,3,2025-01-03,400917,2,LAN_Salary,RTL,LAN_Salary,1400
695,3,2025-01-03,400917,5,LAN_Salary,RTL,LAN_Salary,1400
696,3,2025-01-03,400917,6,LAN_Salary,RTL,LAN_Salary,1400
711,3,2025-01-03,400917,3,LAN_Rental,RTL,LAN_Rental,1360
712,3,2025-01-03,400917,1,LAN_Rental,RTL,LAN_Rental,11800
713,3,2025-01-03,400917,7,LAN_Rental,RTL,LAN_Rental,1600
714,3,2025-01-03,400917,2,LAN_Rental,RTL,LAN_Rental,1200
715,3,2025-01-03,400917,5,LAN_Rental,RTL,LAN_Rental,2360
716,3,2025-01-03,400917,6,LAN_Rental,RTL,LAN_Rental,1840
717,3,2025-01-03,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
718,3,2025-01-03,400918,,LAN_Salary,PMN,LAN_Salary,1400
719,3,2025-01-03,400918,,LAN_Salary,MKT,LAN_Salary,1400
720,3,2025-01-03,400918,6,LAN_Salary,RTL,LAN_Salary,1400
721,3,2025-01-03,400918,4,LAN_Salary,RTL,LAN_Salary,1400
722,3,2025-01-03,400918,1,LAN_Salary,RTL,LAN_Salary,1400
723,3,2025-01-03,400918,7,LAN_Salary,RTL,LAN_Salary,1400
733,3,2025-01-03,400918,6,LAN_Rental,RTL,LAN_Rental,2760
734,3,2025-01-03,400918,4,LAN_Rental,RTL,LAN_Rental,1560
735,3,2025-01-03,400918,1,LAN_Rental,RTL,LAN_Rental,3540
736,3,2025-01-03,400918,7,LAN_Rental,RTL,LAN_Rental,1600
738,3,2025-01-03,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
739,3,2025-01-03,400919,,LAN_Salary,PMN,LAN_Salary,1400
740,3,2025-01-03,400919,,LAN_Salary,MKT,LAN_Salary,1400
741,3,2025-01-03,400919,6,LAN_Salary,RTL,LAN_Salary,1400
742,3,2025-01-03,400919,2,LAN_Salary,RTL,LAN_Salary,1400
743,3,2025-01-03,400919,7,LAN_Salary,RTL,LAN_Salary,1400
744,3,2025-01-03,400919,5,LAN_Salary,RTL,LAN_Salary,1400
745,3,2025-01-03,400919,4,LAN_Salary,RTL,LAN_Salary,1400
746,3,2025-01-03,400919,3,LAN_Salary,RTL,LAN_Salary,1400
747,3,2025-01-03,400919,1,LAN_Salary,RTL,LAN_Salary,1400
766,3,2025-01-03,400919,6,LAN_Rental,RTL,LAN_Rental,1840
767,3,2025-01-03,400919,2,LAN_Rental,RTL,LAN_Rental,3000
768,3,2025-01-03,400919,7,LAN_OverflowRental,RTL,LAN_OverflowRental,168
769,3,2025-01-03,400919,7,LAN_Rental,RTL,LAN_Rental,400
770,3,2025-01-03,400919,5,LAN_Rental,RTL,LAN_Rental,2360
771,3,2025-01-03,400919,4,LAN_Rental,RTL,LAN_Rental,1040
772,3,2025-01-03,400919,3,LAN_OverflowRental,RTL,LAN_OverflowRental,756
773,3,2025-01-03,400919,3,LAN_Rental,RTL,LAN_Rental,1360
774,3,2025-01-03,400919,1,LAN_Rental,RTL,LAN_Rental,8850
775,3,2025-01-03,400919,,LAN_Interest,FIN,"LAN_Interest - LAN_For LAN_Overdraft",959
783,4,2025-01-04,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
784,4,2025-01-04,400917,3,LAN_Marketing,MKT,"Media B",1500
785,4,2025-01-04,400917,7,LAN_Marketing,MKT,"Media B",1500
786,4,2025-01-04,400917,2,LAN_Marketing,MKT,"Media B",1500
787,4,2025-01-04,400917,5,LAN_Marketing,MKT,"Media B",1500
788,4,2025-01-04,400917,6,LAN_Marketing,MKT,"Media B",1500
789,4,2025-01-04,400917,1,LAN_Marketing,MKT,"Media A",3000
790,4,2025-01-04,400917,,LAN_Salary,PMN,LAN_Salary,1400
791,4,2025-01-04,400917,,LAN_Salary,MKT,LAN_Salary,1400
792,4,2025-01-04,400917,3,LAN_Salary,RTL,LAN_Salary,1400
793,4,2025-01-04,400917,1,LAN_Salary,RTL,LAN_Salary,1400
794,4,2025-01-04,400917,7,LAN_Salary,RTL,LAN_Salary,1400
795,4,2025-01-04,400917,2,LAN_Salary,RTL,LAN_Salary,1400
796,4,2025-01-04,400917,5,LAN_Salary,RTL,LAN_Salary,1400
797,4,2025-01-04,400917,6,LAN_Salary,RTL,LAN_Salary,1400
812,4,2025-01-04,400917,3,LAN_Rental,RTL,LAN_Rental,1360
813,4,2025-01-04,400917,1,LAN_Rental,RTL,LAN_Rental,11800
814,4,2025-01-04,400917,7,LAN_Rental,RTL,LAN_Rental,1600
815,4,2025-01-04,400917,2,LAN_Rental,RTL,LAN_Rental,1200
816,4,2025-01-04,400917,5,LAN_Rental,RTL,LAN_Rental,2360
817,4,2025-01-04,400917,6,LAN_Rental,RTL,LAN_Rental,1840
818,4,2025-01-04,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
819,4,2025-01-04,400918,,LAN_Salary,PMN,LAN_Salary,1400
820,4,2025-01-04,400918,,LAN_Salary,MKT,LAN_Salary,1400
821,4,2025-01-04,400918,6,LAN_Salary,RTL,LAN_Salary,1400
822,4,2025-01-04,400918,4,LAN_Salary,RTL,LAN_Salary,1400
823,4,2025-01-04,400918,1,LAN_Salary,RTL,LAN_Salary,1400
824,4,2025-01-04,400918,7,LAN_Salary,RTL,LAN_Salary,1400
837,4,2025-01-04,400918,6,LAN_Rental,RTL,LAN_Rental,2760
838,4,2025-01-04,400918,4,LAN_Rental,RTL,LAN_Rental,1560
839,4,2025-01-04,400918,1,LAN_Rental,RTL,LAN_Rental,3540
840,4,2025-01-04,400918,7,LAN_Rental,RTL,LAN_Rental,1600
841,4,2025-01-04,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
842,4,2025-01-04,400919,5,LAN_Marketing,MKT,"Media C",200
843,4,2025-01-04,400919,,LAN_Salary,PMN,LAN_Salary,1400
844,4,2025-01-04,400919,,LAN_Salary,MKT,LAN_Salary,1400
845,4,2025-01-04,400919,6,LAN_Salary,RTL,LAN_Salary,1400
846,4,2025-01-04,400919,2,LAN_Salary,RTL,LAN_Salary,1400
847,4,2025-01-04,400919,7,LAN_Salary,RTL,LAN_Salary,1400
848,4,2025-01-04,400919,5,LAN_Salary,RTL,LAN_Salary,1400
849,4,2025-01-04,400919,4,LAN_Salary,RTL,LAN_Salary,1400
850,4,2025-01-04,400919,3,LAN_Salary,RTL,LAN_Salary,1400
851,4,2025-01-04,400919,1,LAN_Salary,RTL,LAN_Salary,1400
870,4,2025-01-04,400919,6,LAN_Rental,RTL,LAN_Rental,1840
871,4,2025-01-04,400919,2,LAN_Rental,RTL,LAN_Rental,3000
872,4,2025-01-04,400919,7,LAN_OverflowRental,RTL,LAN_OverflowRental,147
873,4,2025-01-04,400919,7,LAN_Rental,RTL,LAN_Rental,400
874,4,2025-01-04,400919,5,LAN_Rental,RTL,LAN_Rental,2360
875,4,2025-01-04,400919,4,LAN_Rental,RTL,LAN_Rental,1040
876,4,2025-01-04,400919,3,LAN_OverflowRental,RTL,LAN_OverflowRental,648
877,4,2025-01-04,400919,3,LAN_Rental,RTL,LAN_Rental,1360
878,4,2025-01-04,400919,1,LAN_Rental,RTL,LAN_Rental,8850
879,4,2025-01-04,400919,,LAN_Interest,FIN,"LAN_Interest - LAN_For LAN_Overdraft",479
892,5,2025-01-05,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
893,5,2025-01-05,400917,3,LAN_Marketing,MKT,"Media C",1100
894,5,2025-01-05,400917,1,LAN_Marketing,MKT,"Media C",1100
895,5,2025-01-05,400917,7,LAN_Marketing,MKT,"Media C",1100
896,5,2025-01-05,400917,2,LAN_Marketing,MKT,"Media C",1100
897,5,2025-01-05,400917,5,LAN_Marketing,MKT,"Media C",1100
898,5,2025-01-05,400917,6,LAN_Marketing,MKT,"Media C",1100
899,5,2025-01-05,400917,3,LAN_Marketing,MKT,"Media B",1500
900,5,2025-01-05,400917,7,LAN_Marketing,MKT,"Media B",1500
901,5,2025-01-05,400917,2,LAN_Marketing,MKT,"Media B",1500
902,5,2025-01-05,400917,5,LAN_Marketing,MKT,"Media B",1500
903,5,2025-01-05,400917,6,LAN_Marketing,MKT,"Media B",1500
904,5,2025-01-05,400917,1,LAN_Marketing,MKT,"Media A",3000
905,5,2025-01-05,400917,,LAN_Salary,PMN,LAN_Salary,1400
906,5,2025-01-05,400917,,LAN_Salary,MKT,LAN_Salary,1400
907,5,2025-01-05,400917,3,LAN_Salary,RTL,LAN_Salary,1400
908,5,2025-01-05,400917,1,LAN_Salary,RTL,LAN_Salary,1400
909,5,2025-01-05,400917,7,LAN_Salary,RTL,LAN_Salary,1400
910,5,2025-01-05,400917,2,LAN_Salary,RTL,LAN_Salary,1400
911,5,2025-01-05,400917,5,LAN_Salary,RTL,LAN_Salary,1400
912,5,2025-01-05,400917,6,LAN_Salary,RTL,LAN_Salary,1400
927,5,2025-01-05,400917,3,LAN_Rental,RTL,LAN_Rental,1360
928,5,2025-01-05,400917,1,LAN_Rental,RTL,LAN_Rental,11800
929,5,2025-01-05,400917,7,LAN_Rental,RTL,LAN_Rental,1600
930,5,2025-01-05,400917,2,LAN_Rental,RTL,LAN_Rental,1200
931,5,2025-01-05,400917,5,LAN_Rental,RTL,LAN_Rental,2360
932,5,2025-01-05,400917,6,LAN_Rental,RTL,LAN_Rental,1840
934,5,2025-01-05,400917,,"LAN_Bank LAN_Admin LAN_Fee",FIN,"LAN_Bank LAN_Fee",200
935,5,2025-01-05,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
936,5,2025-01-05,400918,,LAN_Salary,PMN,LAN_Salary,1400
937,5,2025-01-05,400918,,LAN_Salary,MKT,LAN_Salary,1400
938,5,2025-01-05,400918,6,LAN_Salary,RTL,LAN_Salary,1400
939,5,2025-01-05,400918,4,LAN_Salary,RTL,LAN_Salary,1400
940,5,2025-01-05,400918,1,LAN_Salary,RTL,LAN_Salary,1400
941,5,2025-01-05,400918,7,LAN_Salary,RTL,LAN_Salary,1400
954,5,2025-01-05,400918,6,LAN_Rental,RTL,LAN_Rental,2760
955,5,2025-01-05,400918,4,LAN_Rental,RTL,LAN_Rental,1560
956,5,2025-01-05,400918,1,LAN_Rental,RTL,LAN_Rental,3540
957,5,2025-01-05,400918,7,LAN_Rental,RTL,LAN_Rental,1600
959,5,2025-01-05,400918,,"LAN_Bank LAN_Admin LAN_Fee",FIN,"LAN_Bank LAN_Fee",200
960,5,2025-01-05,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
961,5,2025-01-05,400919,5,LAN_Marketing,MKT,"Media C",200
962,5,2025-01-05,400919,,LAN_Salary,PMN,LAN_Salary,1400
963,5,2025-01-05,400919,,LAN_Salary,MKT,LAN_Salary,1400
964,5,2025-01-05,400919,6,LAN_Salary,RTL,LAN_Salary,1400
965,5,2025-01-05,400919,2,LAN_Salary,RTL,LAN_Salary,1400
966,5,2025-01-05,400919,7,LAN_Salary,RTL,LAN_Salary,1400
967,5,2025-01-05,400919,5,LAN_Salary,RTL,LAN_Salary,1400
968,5,2025-01-05,400919,4,LAN_Salary,RTL,LAN_Salary,1400
969,5,2025-01-05,400919,3,LAN_Salary,RTL,LAN_Salary,1400
970,5,2025-01-05,400919,1,LAN_Salary,RTL,LAN_Salary,1400
989,5,2025-01-05,400919,6,LAN_Rental,RTL,LAN_Rental,1840
990,5,2025-01-05,400919,2,LAN_Rental,RTL,LAN_Rental,3000
991,5,2025-01-05,400919,7,LAN_Rental,RTL,LAN_Rental,400
992,5,2025-01-05,400919,5,LAN_Rental,RTL,LAN_Rental,2360
993,5,2025-01-05,400919,4,LAN_Rental,RTL,LAN_Rental,1040
994,5,2025-01-05,400919,3,LAN_Rental,RTL,LAN_Rental,1360
995,5,2025-01-05,400919,1,LAN_Rental,RTL,LAN_Rental,8850
997,5,2025-01-05,400919,,"LAN_Bank LAN_Admin LAN_Fee",FIN,"LAN_Bank LAN_Fee",200
1027,6,2025-01-06,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1028,6,2025-01-06,400917,3,LAN_Marketing,MKT,"Media C",1100
1029,6,2025-01-06,400917,1,LAN_Marketing,MKT,"Media C",1100
1030,6,2025-01-06,400917,7,LAN_Marketing,MKT,"Media C",1100
1031,6,2025-01-06,400917,2,LAN_Marketing,MKT,"Media C",1100
1032,6,2025-01-06,400917,5,LAN_Marketing,MKT,"Media C",1100
1033,6,2025-01-06,400917,6,LAN_Marketing,MKT,"Media C",1100
1034,6,2025-01-06,400917,3,LAN_Marketing,MKT,"Media B",1500
1035,6,2025-01-06,400917,7,LAN_Marketing,MKT,"Media B",1500
1036,6,2025-01-06,400917,2,LAN_Marketing,MKT,"Media B",1500
1037,6,2025-01-06,400917,5,LAN_Marketing,MKT,"Media B",1500
1038,6,2025-01-06,400917,6,LAN_Marketing,MKT,"Media B",1500
1039,6,2025-01-06,400917,1,LAN_Marketing,MKT,"Media A",3000
1040,6,2025-01-06,400917,,LAN_Salary,PMN,LAN_Salary,1400
1041,6,2025-01-06,400917,,LAN_Salary,MKT,LAN_Salary,1400
1042,6,2025-01-06,400917,3,LAN_Salary,RTL,LAN_Salary,1400
1043,6,2025-01-06,400917,1,LAN_Salary,RTL,LAN_Salary,1400
1044,6,2025-01-06,400917,7,LAN_Salary,RTL,LAN_Salary,1400
1045,6,2025-01-06,400917,2,LAN_Salary,RTL,LAN_Salary,1400
1046,6,2025-01-06,400917,5,LAN_Salary,RTL,LAN_Salary,1400
1047,6,2025-01-06,400917,6,LAN_Salary,RTL,LAN_Salary,1400
1062,6,2025-01-06,400917,3,LAN_Rental,RTL,LAN_Rental,1360
1063,6,2025-01-06,400917,1,LAN_Rental,RTL,LAN_Rental,11800
1064,6,2025-01-06,400917,7,LAN_Rental,RTL,LAN_Rental,1600
1065,6,2025-01-06,400917,2,LAN_Rental,RTL,LAN_Rental,1200
1066,6,2025-01-06,400917,5,LAN_Rental,RTL,LAN_Rental,2360
1067,6,2025-01-06,400917,6,LAN_Rental,RTL,LAN_Rental,1840
1068,6,2025-01-06,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1069,6,2025-01-06,400918,,LAN_Salary,PMN,LAN_Salary,1400
1070,6,2025-01-06,400918,,LAN_Salary,MKT,LAN_Salary,1400
1071,6,2025-01-06,400918,6,LAN_Salary,RTL,LAN_Salary,1400
1072,6,2025-01-06,400918,4,LAN_Salary,RTL,LAN_Salary,1400
1073,6,2025-01-06,400918,1,LAN_Salary,RTL,LAN_Salary,1400
1074,6,2025-01-06,400918,7,LAN_Salary,RTL,LAN_Salary,1400
1087,6,2025-01-06,400918,6,LAN_Rental,RTL,LAN_Rental,2760
1088,6,2025-01-06,400918,4,LAN_Rental,RTL,LAN_Rental,1560
1089,6,2025-01-06,400918,1,LAN_Rental,RTL,LAN_Rental,3540
1090,6,2025-01-06,400918,7,LAN_Rental,RTL,LAN_Rental,1600
1091,6,2025-01-06,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1092,6,2025-01-06,400919,5,LAN_Marketing,MKT,"Media C",200
1093,6,2025-01-06,400919,,LAN_Salary,PMN,LAN_Salary,1400
1094,6,2025-01-06,400919,,LAN_Salary,MKT,LAN_Salary,1400
1095,6,2025-01-06,400919,6,LAN_Salary,RTL,LAN_Salary,1400
1096,6,2025-01-06,400919,2,LAN_Salary,RTL,LAN_Salary,1400
1097,6,2025-01-06,400919,7,LAN_Salary,RTL,LAN_Salary,1400
1098,6,2025-01-06,400919,5,LAN_Salary,RTL,LAN_Salary,1400
1099,6,2025-01-06,400919,4,LAN_Salary,RTL,LAN_Salary,1400
1100,6,2025-01-06,400919,3,LAN_Salary,RTL,LAN_Salary,1400
1101,6,2025-01-06,400919,1,LAN_Salary,RTL,LAN_Salary,1400
1121,6,2025-01-06,400919,6,LAN_Rental,RTL,LAN_Rental,1840
1122,6,2025-01-06,400919,2,LAN_Rental,RTL,LAN_Rental,3000
1123,6,2025-01-06,400919,7,LAN_OverflowRental,RTL,LAN_OverflowRental,63
1124,6,2025-01-06,400919,7,LAN_Rental,RTL,LAN_Rental,400
1125,6,2025-01-06,400919,5,LAN_Rental,RTL,LAN_Rental,2360
1126,6,2025-01-06,400919,4,LAN_Rental,RTL,LAN_Rental,1040
1127,6,2025-01-06,400919,3,LAN_Rental,RTL,LAN_Rental,1360
1128,6,2025-01-06,400919,1,LAN_Rental,RTL,LAN_Rental,8850
1147,7,2025-01-07,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1148,7,2025-01-07,400917,3,LAN_Marketing,MKT,"Media C",1100
1149,7,2025-01-07,400917,1,LAN_Marketing,MKT,"Media C",1100
1150,7,2025-01-07,400917,7,LAN_Marketing,MKT,"Media C",1100
1151,7,2025-01-07,400917,2,LAN_Marketing,MKT,"Media C",1100
1152,7,2025-01-07,400917,5,LAN_Marketing,MKT,"Media C",1100
1153,7,2025-01-07,400917,6,LAN_Marketing,MKT,"Media C",1100
1154,7,2025-01-07,400917,3,LAN_Marketing,MKT,"Media B",1500
1155,7,2025-01-07,400917,7,LAN_Marketing,MKT,"Media B",1500
1156,7,2025-01-07,400917,2,LAN_Marketing,MKT,"Media B",1500
1157,7,2025-01-07,400917,5,LAN_Marketing,MKT,"Media B",1500
1158,7,2025-01-07,400917,6,LAN_Marketing,MKT,"Media B",1500
1159,7,2025-01-07,400917,3,LAN_Marketing,MKT,"Media A",1000
1160,7,2025-01-07,400917,1,LAN_Marketing,MKT,"Media A",1000
1161,7,2025-01-07,400917,7,LAN_Marketing,MKT,"Media A",1000
1162,7,2025-01-07,400917,2,LAN_Marketing,MKT,"Media A",1000
1163,7,2025-01-07,400917,5,LAN_Marketing,MKT,"Media A",1000
1164,7,2025-01-07,400917,6,LAN_Marketing,MKT,"Media A",1000
1165,7,2025-01-07,400917,,LAN_Salary,PMN,LAN_Salary,1400
1166,7,2025-01-07,400917,,LAN_Salary,MKT,LAN_Salary,1400
1167,7,2025-01-07,400917,3,LAN_Salary,RTL,LAN_Salary,1400
1168,7,2025-01-07,400917,1,LAN_Salary,RTL,LAN_Salary,1400
1169,7,2025-01-07,400917,7,LAN_Salary,RTL,LAN_Salary,1400
1170,7,2025-01-07,400917,2,LAN_Salary,RTL,LAN_Salary,1400
1171,7,2025-01-07,400917,5,LAN_Salary,RTL,LAN_Salary,1400
1172,7,2025-01-07,400917,6,LAN_Salary,RTL,LAN_Salary,1400
1186,7,2025-01-07,400917,3,LAN_OverflowRental,RTL,LAN_OverflowRental,576
1187,7,2025-01-07,400917,3,LAN_Rental,RTL,LAN_Rental,1360
1188,7,2025-01-07,400917,1,LAN_Rental,RTL,LAN_Rental,11800
1189,7,2025-01-07,400917,7,LAN_Rental,RTL,LAN_Rental,1600
1190,7,2025-01-07,400917,2,LAN_Rental,RTL,LAN_Rental,1200
1191,7,2025-01-07,400917,5,LAN_Rental,RTL,LAN_Rental,2360
1192,7,2025-01-07,400917,6,LAN_Rental,RTL,LAN_Rental,1840
1193,7,2025-01-07,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1194,7,2025-01-07,400918,4,LAN_Marketing,MKT,"Media B",500
1195,7,2025-01-07,400918,,LAN_Salary,PMN,LAN_Salary,1400
1196,7,2025-01-07,400918,,LAN_Salary,MKT,LAN_Salary,1400
1197,7,2025-01-07,400918,6,LAN_Salary,RTL,LAN_Salary,1400
1198,7,2025-01-07,400918,4,LAN_Salary,RTL,LAN_Salary,1400
1199,7,2025-01-07,400918,1,LAN_Salary,RTL,LAN_Salary,1400
1200,7,2025-01-07,400918,7,LAN_Salary,RTL,LAN_Salary,1400
1213,7,2025-01-07,400918,6,LAN_Rental,RTL,LAN_Rental,2760
1214,7,2025-01-07,400918,4,LAN_Rental,RTL,LAN_Rental,1560
1215,7,2025-01-07,400918,1,LAN_Rental,RTL,LAN_Rental,3540
1216,7,2025-01-07,400918,7,LAN_Rental,RTL,LAN_Rental,1600
1217,7,2025-01-07,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1218,7,2025-01-07,400919,5,LAN_Marketing,MKT,"Media C",300
1219,7,2025-01-07,400919,,LAN_Salary,PMN,LAN_Salary,1400
1220,7,2025-01-07,400919,,LAN_Salary,MKT,LAN_Salary,1400
1221,7,2025-01-07,400919,6,LAN_Salary,RTL,LAN_Salary,1400
1222,7,2025-01-07,400919,2,LAN_Salary,RTL,LAN_Salary,1400
1223,7,2025-01-07,400919,7,LAN_Salary,RTL,LAN_Salary,1400
1224,7,2025-01-07,400919,5,LAN_Salary,RTL,LAN_Salary,1400
1225,7,2025-01-07,400919,4,LAN_Salary,RTL,LAN_Salary,1400
1226,7,2025-01-07,400919,3,LAN_Salary,RTL,LAN_Salary,1400
1227,7,2025-01-07,400919,1,LAN_Salary,RTL,LAN_Salary,1400
1247,7,2025-01-07,400919,6,LAN_Rental,RTL,LAN_Rental,1840
1248,7,2025-01-07,400919,2,LAN_Rental,RTL,LAN_Rental,3000
1249,7,2025-01-07,400919,7,LAN_Rental,RTL,LAN_Rental,400
1250,7,2025-01-07,400919,5,LAN_Rental,RTL,LAN_Rental,2360
1251,7,2025-01-07,400919,4,LAN_Rental,RTL,LAN_Rental,1040
1252,7,2025-01-07,400919,3,LAN_Rental,RTL,LAN_Rental,1360
1253,7,2025-01-07,400919,1,LAN_Rental,RTL,LAN_Rental,8850
1257,8,2025-01-08,400917,4,LAN_HumanResource,RTL,LAN_Recruit,60000
1267,8,2025-01-08,400918,2,LAN_HumanResource,RTL,LAN_Recruit,60000
1280,8,2025-01-08,400918,3,LAN_HumanResource,RTL,LAN_Recruit,60000
1281,8,2025-01-08,400918,5,LAN_HumanResource,RTL,LAN_Recruit,60000
1290,8,2025-01-08,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1291,8,2025-01-08,400917,3,LAN_Marketing,MKT,"Media C",1100
1292,8,2025-01-08,400917,1,LAN_Marketing,MKT,"Media C",1100
1293,8,2025-01-08,400917,7,LAN_Marketing,MKT,"Media C",1100
1294,8,2025-01-08,400917,2,LAN_Marketing,MKT,"Media C",1100
